nama_produk,harga,harga_original,diskon,rating,jumlah_review,jumlah_terjual,sumber
SILKY LIP CREAM,79000.0,79000.0,,4.514285714285714,7.0,7.0,Sociolla
BRIGHTENING SHEET FACE MASK,13500.0,13500.0,,4.593406593406593,91.0,91.0,Sociolla
SILKY SHAPING EYEBROW PENCIL,38000.0,38000.0,,4.603846153846154,52.0,52.0,Sociolla
PRRESSED POWDER,115000.0,115000.0,,4.295049504950494,202.0,202.0,Sociolla
ACNE PIMPLE PATCH,18000.0,18000.0,,4.564950980392157,204.0,204.0,Sociolla
BLURMAX PORE-MINIMIZE PRIMER,59000.0,59000.0,,4.371428571428572,14.0,14.0,Sociolla
GLOW MAX HYDRATING PRIMER,55000.0,55000.0,,4.615384615384615,26.0,26.0,Sociolla
LONGLASTING CUSHION FOUNDATION,80000.0,80000.0,,4.4,32.0,32.0,Sociolla
SUPERFINE LIQUID EYELINER,52000.0,52000.0,,4.742857142857143,7.0,7.0,Sociolla
Premium Round Cotton Pads by FSS,25000.0,25000.0,,4.729447655748234,3114.0,3114.0,Sociolla
Glycolic Acid Gel 10% with Tranexamic Acid,195000.0,195000.0,,4.79054054054054,37.0,37.0,Sociolla
A Total Cleanse Kit - Palm Beach,84000.0,84000.0,,,0.0,0.0,Sociolla
A Total Cleanse Kit - Bloom,84000.0,84000.0,,,0.0,0.0,Sociolla
A Total Cleanse Kit - Gardenia,84000.0,84000.0,,,0.0,0.0,Sociolla
Day-to-Day Beauty Pack,84000.0,84000.0,,,0.0,0.0,Sociolla
The Glorious Set,134000.0,134000.0,,,0.0,0.0,Sociolla
Premium Round Cotton Pads (5 Packs),125000.0,125000.0,,4.815363881401616,53.0,53.0,Sociolla
Premium Round Cotton Pads (3 Packs),75000.0,75000.0,,4.6875,16.0,16.0,Sociolla
Mandelic Acid Gel 5% with Niacinamide,195000.0,195000.0,,4.9,15.0,15.0,Sociolla
Weightless Sunscreen SPF 50 PA ++++ [New Formula],122500.0,122500.0,,4.610372340425532,188.0,188.0,Sociolla
Jade Roller by FSS,290000.0,290000.0,,4.469026548672566,113.0,113.0,Sociolla
Duo Mini Sunscreen,130000.0,130000.0,,4.678571428571429,7.0,7.0,Sociolla
Velvet Sunscreen SPF 50 PA ++++,180000.0,180000.0,,4.712349397590361,166.0,166.0,Sociolla
Lactic Acid Gel 10% with Alpha Arbutin,195000.0,195000.0,,4.805555555555555,18.0,18.0,Sociolla
Rose Roller by FSS,380000.0,380000.0,,4.517045454545455,88.0,88.0,Sociolla
Rosy Glam,439000.0,439000.0,,,0.0,0.0,Sociolla
Greeny Glam,349000.0,349000.0,,,0.0,0.0,Sociolla
Pink Essentials Bundle,439000.0,439000.0,,,0.0,0.0,Sociolla
Green Essentials Bundle,349000.0,349000.0,,,0.0,0.0,Sociolla
Jade Roller + Vitamin C Serum + Cleanser,680000.0,680000.0,,,0.0,0.0,Sociolla
Double Retinol Kit,510000.0,510000.0,,,0.0,0.0,Sociolla
Vitamin C Serum by FSS,240000.0,240000.0,,4.292322834645669,254.0,254.0,Sociolla
Ultra Thin Toning Pads,45000.0,45000.0,,4.730017326489914,181.0,181.0,Sociolla
Retinol Overnight Cream by FSS,240000.0,240000.0,,4.363839285714287,224.0,224.0,Sociolla
Rose Roller + Hyaluronic Acid Serum + Cleanser,755000.0,755000.0,,,0.0,0.0,Sociolla
Hyaluronic Acid Serum by FSS,225000.0,225000.0,,4.473577235772358,123.0,123.0,Sociolla
Hyaluronic Acid Serum + Vitamin C Serum,510000.0,510000.0,,4.5,1.0,1.0,Sociolla
Hyaluronic Acid Serum + Matrixyl Eye Gel Set,515000.0,515000.0,,,0.0,0.0,Sociolla
Atlantis,249000.0,249000.0,,4.515151515151516,11.0,11.0,Sociolla
1970,279000.0,279000.0,,4.6923076923076925,13.0,13.0,Sociolla
Feeling Good,249000.0,249000.0,,4.548387096774193,31.0,31.0,Sociolla
Love Yourself,229000.0,229000.0,,4.404761904761904,14.0,14.0,Sociolla
Feeling Beautiful Renewing Cucumber Peel-Off Gel Mask 15ml Sachet,21200.0,21200.0,,4.566666666666666,30.0,30.0,Sociolla
Marble Pore Cleansing Peel Off Mask 14ml Sachet,29000.0,29000.0,,4.517326732673268,101.0,101.0,Sociolla
Indonesian Coconut Face Scrub 175ml,97800.0,97800.0,,4.446428571428571,112.0,112.0,Sociolla
Feeling Beautiful Polishing Charcoal & Black Sugar Gel Mask & Scrub 175ml,97800.0,97800.0,,4.311615785554728,1343.0,1343.0,Sociolla
Feeling Beautiful Anti-Stress Dead Sea Minerals Clay Mask 15ml Sachet,21200.0,21200.0,,4.454545454545454,55.0,55.0,Sociolla
Feeling Beautiful Hydrating Glacier Water and Pink Peony Gel Cream Mask 15ml Sachet,21200.0,21200.0,,4.492647058823529,34.0,34.0,Sociolla
French Pink Clay Peel Off Mask 175ml,127700.0,127700.0,,4.480769230769231,13.0,13.0,Sociolla
Indian Turmeric Gel Cream Mask 175ml,127700.0,127700.0,,4.666666666666667,6.0,6.0,Sociolla
Feeling Beautiful Hydrating Glacier Water and Pink Peony Gel Cream Mask 175ml,97800.0,97800.0,,4.368217054263567,129.0,129.0,Sociolla
Feeling Beautiful Deep Clearing Manuka Honey & Tea Tree Oil Clay Mask and Cleanser 175ml,97800.0,97800.0,,4.355210420841684,499.0,499.0,Sociolla
Feeling Beautiful Oil Absorbing Mint & Lemon Clay Mask 175ml,97800.0,97800.0,,4.368959107806691,1345.0,1345.0,Sociolla
Feeling Beautiful Renewing Cucumber Peel-Off Gel Mask 175ml,97800.0,97800.0,,4.245356037151702,323.0,323.0,Sociolla
Hawaiian Black Salt Peel Off Mask 175ml,127700.0,127700.0,,4.464285714285714,7.0,7.0,Sociolla
Feeling Beautiful Purifying Avocado & Oatmeal Clay Mask 175ml,97800.0,97800.0,,4.305497925311204,482.0,482.0,Sociolla
Deep Cleansing Green Tea Body Sugar Scrub 175ml,97800.0,97800.0,,4.602272727272728,22.0,22.0,Sociolla
Freeman Bundle Acne Series Vol.1 Mask,244200.0,244200.0,,4.8125,4.0,4.0,Sociolla
Feeling Beautiful Clearing Sweet Tea & Lemon Peel-Off Clay Mask 175ml,97800.0,97800.0,,4.205518018018018,444.0,444.0,Sociolla
Charcoal + Sea Salt Sheet Mask,44400.0,44400.0,,5.0,3.0,3.0,Sociolla
Feeling Beautiful Soothing Watermelon & Aloe Cooling Gel Mask 175ml,97800.0,97800.0,,4.598214285714286,28.0,28.0,Sociolla
Freeman Bundle Unwind Mask,244200.0,244200.0,,4.833333333333334,3.0,3.0,Sociolla
"Freeman Bundle Bye, Pores! Mask",244200.0,244200.0,,4.8,5.0,5.0,Sociolla
Pore Cleansing Strawberry + Mint Sheet Mask,44400.0,44400.0,,4.5625,4.0,4.0,Sociolla
Hydrating Aloe + Seaberry Sheet Mask,44400.0,44400.0,,5.0,2.0,2.0,Sociolla
Hydrating Strawberry Milk Body Sugar Scrub 175ml,97800.0,97800.0,,4.622222222222223,45.0,45.0,Sociolla
Feeling Beautiful Detoxifying Charcoal & Black Sugar Mud Mask 175ml,97800.0,97800.0,,4.436984815618222,2305.0,2305.0,Sociolla
Feeling Beautiful Cleansing Apple Cider Vinegar Clay Mask and Scrub 175ml,97800.0,97800.0,,4.417737789203085,778.0,778.0,Sociolla
Bare Foot Hydrating Peppermint & Plum Foot Lotion 150ml,82300.0,82300.0,,4.6875,4.0,4.0,Sociolla
Barefoot Healing Overnight Foot Treatment 124ml,82300.0,82300.0,,4.6,10.0,10.0,Sociolla
Bare Foot Repairing Cracked Heels Neem Oil & Shea Butter Foot Treatment 100ml,95600.0,95600.0,,4.78125,16.0,16.0,Sociolla
Feeling Beautiful Anti-Stress Dead Sea Minerals Clay Mask 175ml,97800.0,97800.0,,4.322267920094006,851.0,851.0,Sociolla
Hydrabomb Serum Mask,23500.0,23500.0,,4.507502287282708,5465.0,5465.0,Sociolla
Men Acno Fight Scrub In Foam Skin Care,37500.0,37500.0,,4.504464285714286,84.0,84.0,Sociolla
Micellar Water Vitamin C,74500.0,74500.0,,4.798022598870056,885.0,885.0,Sociolla
Bright Complete Vitamin C 30X Booster Serum,140000.0,140000.0,,4.601374278927723,2947.0,2947.0,Sociolla
Men Turbolight Oil Control Matcha Gel,37500.0,37500.0,,4.508928571428571,28.0,28.0,Sociolla
Men Acno Fight Peel Off Mask,20500.0,20500.0,,4.398387096774194,31.0,31.0,Sociolla
Fructis Hair Food 3 in 1 Aloe Vera Hair Mask,201900.0,201900.0,,4.815217391304348,23.0,23.0,Sociolla
Clinical Ampoule Mask Anti-Spot,30500.0,30500.0,,4.876385535557507,544.0,544.0,Sociolla
Hyaluron Starter kit X Chelsea Islan,162000.0,162000.0,,4.640466531440162,34.0,34.0,Sociolla
Bright Complete Clear Up Anti Acne Serum Mask,23500.0,23500.0,,4.898926654740608,559.0,559.0,Sociolla
Clinical Ampoule Mask Replumping,30500.0,30500.0,,4.801515151515153,165.0,165.0,Sociolla
Bright Complete Vitamin C Ampoule Serum,190000.0,190000.0,,4.595454545454546,55.0,55.0,Sociolla
Eye Serum Mask Orange,19500.0,19500.0,,4.594601167315175,1028.0,1028.0,Sociolla
2X Power Serum Mask,32500.0,32500.0,,4.05,5.0,5.0,Sociolla
Garnier Light Complete White Speed Serum Cream Extra SPF 19/PA+++,83000.0,83000.0,,4.25943104514533,3234.0,3234.0,Sociolla
Men Turbo Light Oil Control 3 in 1 Charcoal,37500.0,37500.0,,4.652255639097744,38.0,38.0,Sociolla
Sakura Night Cream,98000.0,98000.0,,4.376392757660167,1436.0,1436.0,Sociolla
Clinical Ampoule Mask Detox,30500.0,30500.0,,4.80316091954023,174.0,174.0,Sociolla
Sakura White Whip Foam,34400.0,34400.0,,4.689734088927637,2294.0,2294.0,Sociolla
Pure Active Sensitive Gel,38900.0,38900.0,,4.347809780978098,303.0,303.0,Sociolla
Men Neril Loss Guard Hair Fall Treatment Shampoo,101000.0,101000.0,,4.722222222222222,9.0,9.0,Sociolla
Men Turbolight Oil Control Brightening Icy Scrub Skin Care,37500.0,37500.0,,4.525431034482759,40.0,40.0,Sociolla
Light Complete Night Yoghurt,62750.0,62750.0,,4.425960021041558,3802.0,3802.0,Sociolla
Men Serum Mask Power White Skin Care,24900.0,24900.0,,4.581018518518518,27.0,27.0,Sociolla
Sakura Serum Day Cream,88000.0,88000.0,,4.412958280657396,3955.0,3955.0,Sociolla
Men Turbolight Oil Control Cooling Foam,37500.0,37500.0,,4.611111111111112,45.0,45.0,Sociolla
Men Power White Super Duo Foam,37500.0,37500.0,,4.383333333333334,30.0,30.0,Sociolla
Men Acno Fight Wasabi Brightening Foam,37500.0,37500.0,,4.592105263157895,38.0,38.0,Sociolla
Bright Complete Whip Foam,38900.0,38900.0,,4.525,10.0,10.0,Sociolla
Sakura Glow Hyaluron Water - Glow Essence,100500.0,100500.0,,4.76707530647986,568.0,571.0,Sociolla
Pure Charcoal Serum Mask Black Algae,23500.0,23500.0,,4.555654761904762,1680.0,1680.0,Sociolla
Micellar Water Biphase,52000.0,52000.0,,4.639686269528769,7859.0,7873.0,Sociolla
Color Naturals Hair Color Cat Rambut,65000.0,65000.0,,4.552960800667223,1199.0,1199.0,Sociolla
Fructis Hair Food Macadamia Shampoo,131200.0,131200.0,,4.833333333333333,6.0,6.0,Sociolla
Fructis Hair Food Aloe Vera Shampoo,131200.0,131200.0,,4.375,4.0,4.0,Sociolla
Serum Mask Sakura White Water-Glow,29900.0,29900.0,,4.850980392156863,765.0,765.0,Sociolla
Micellar Water,37000.0,37000.0,,4.594652848086207,21536.0,21575.0,Sociolla
Color Naturals Ultra Color Cat Rambut,65000.0,65000.0,,4.679198473282443,1310.0,1310.0,Sociolla
Serum Mask Light Complete,23500.0,23500.0,,4.560930232558139,2150.0,2150.0,Sociolla
Bright Complete Super UV Spot Proof Sunscreen,89000.0,89000.0,,4.655512758786712,2073.0,2077.0,Sociolla
Serum Mask Bright Up,23500.0,23500.0,,4.6288793103448285,1740.0,1740.0,Sociolla
Fructis Hair Food Macadamia Conditioner,131200.0,131200.0,,4.0,2.0,2.0,Sociolla
Fructis Hair Food Banana Shampoo,131200.0,131200.0,,4.666666666666667,6.0,6.0,Sociolla
Fructis Hair Food Aloe Vera Conditioner,131200.0,131200.0,,4.083333333333333,3.0,3.0,Sociolla
Sakura Cleanser,23500.0,23500.0,,4.353028064992614,2708.0,2708.0,Sociolla
Garnier Hydrabomb Serum Mask Lavender,23500.0,23500.0,,4.597975708502024,1235.0,1235.0,Sociolla
Bright Complete Anti Acne Booster Serum,145000.0,145000.0,,4.625,24.0,24.0,Sociolla
Men Neril Loss Guard Hair Fall Treatment Tonic,115000.0,115000.0,,4.647058823529411,17.0,17.0,Sociolla
Call It A Day Cleansing Balm,240000.0,240000.0,,4.6669082125603865,46.0,46.0,Sociolla
Lip It Up Nourishing Lip Oil,119000.0,119000.0,,4.654545454545454,11.0,11.0,Sociolla
Clean Start Hydrating Jelly Cleanser Twinpack,360000.0,360000.0,,,0.0,0.0,Sociolla
Clean Start Hydrating Jelly Cleanser,180000.0,180000.0,,4.783333333333333,30.0,30.0,Sociolla
Cleansing Duo,420000.0,420000.0,,,0.0,0.0,Sociolla
Call It A Day Cleansing Balm Twin Pack,480000.0,480000.0,,,0.0,0.0,Sociolla
Gentle Hour Lip It Up Nourishing Lip Oil Bundle,357000.0,357000.0,,,0.0,0.0,Sociolla
GILLETTE Venus Sensitive Razor 3s,75500.0,75500.0,,4.800083007880122,113.0,113.0,Sociolla
Venus Comfort Glide White Tea Razor 2s (New Packaging),121000.0,121000.0,,4.75,46.0,46.0,Sociolla
Gillette Venus Alat Cukur Wanita Snap Extra Smooth Razor Isi Ulang,121000.0,121000.0,,4.75,9.0,9.0,Sociolla
Gillette Pisau Cukur Wanita Simply Venus - Isi 4,69600.0,69600.0,,4.669078947368421,20.0,20.0,Sociolla
Gilllette Venus Alat Cukur Wanita Smooth Razor Pisau Cukur Isi Ulang,80600.0,80600.0,,4.762820512820513,13.0,13.0,Sociolla
Gillete Mach 3 Turbo 3D Alat Cukur +4 Refill+ Free Cover Pisau Cukur,258900.0,258900.0,,5.0,2.0,2.0,Sociolla
Gillette Pisau Cukur Blue 3 Biru - Isi 4,59800.0,59800.0,,4.878571428571429,7.0,7.0,Sociolla
Gillette Foamy Shave Cream Lemon Lime,38400.0,38400.0,,4.652173913043478,23.0,23.0,Sociolla
Gillette Foamy Shave Cream Menthol,38400.0,38400.0,,4.857142857142857,7.0,7.0,Sociolla
Gillette Venus Krim Alat Cukur Wanita Satin Care Aloe Vera,62600.0,62600.0,,4.782222222222222,25.0,25.0,Sociolla
Gillette Isi Ulang Fusion Proglide - Isi 4,312700.0,312700.0,,,0.0,0.0,Sociolla
Gillette Isi Ulang Mach 3 - Isi 4,170978.0,170978.0,,,0.0,0.0,Sociolla
Gillette Pisau Cukur Mach 3 Turbo,94800.0,94800.0,,5.0,3.0,3.0,Sociolla
Gillette Pisau Cukur Fusion Proglide Base Flexball,155800.0,155800.0,,,0.0,0.0,Sociolla
Isi Ulang Mach 3 Isi 4X2,327000.0,327000.0,,,0.0,0.0,Sociolla
Gillette Isi Ulang Mach 3 Turbo - Isi 4,221528.0,221528.0,,5.0,5.0,5.0,Sociolla
Isi Ulang Fusion Proglide Isi 4X2,625400.0,625400.0,,,0.0,0.0,Sociolla
GILLETTE Simply Venus Hybrid 4up,60400.0,60400.0,,4.578947368421052,57.0,57.0,Sociolla
Gilllette Venus Alat Cukur Wanita Comfortglide Olay Razor Pisau Cukur Isi Ulang,171400.0,171400.0,,4.625,4.0,4.0,Sociolla
Gillette Gel Shave Moisture,75500.0,75500.0,,4.8125,4.0,4.0,Sociolla
Gilllette Venus Alat Cukur Wanita Extra Smooth Razor Pisau Cukur Isi Ulang,136100.0,136100.0,,4.75,1.0,1.0,Sociolla
Cartridge Mach 3 Turbo Isi 4 X2,423800.0,423800.0,,,0.0,0.0,Sociolla
Centella 2% Salicylic Acid Overnight Acne Spot Treatment,39000.0,39000.0,,4.625,4.0,4.0,Sociolla
Yuja Symwhite 377 Dark Spot Moisturizer,49000.0,49000.0,,,0.0,0.0,Sociolla
Centella 2% Salicylic Acid Power Acne Serum,49000.0,49000.0,,4.75,5.0,5.0,Sociolla
Light Sunscreen Spf50 Pa+++,49000.0,49000.0,,4.166666666666666,3.0,3.0,Sociolla
Centella Allantoin Soothing Gel Moisturizer,44000.0,44000.0,,4.763888888888889,36.0,36.0,Sociolla
Volcano 3D Acid Pore Clay Mask,39000.0,39000.0,,4.875,2.0,2.0,Sociolla
Centella 2% Ceramide Soothing Toner,49000.0,49000.0,,4.875,4.0,4.0,Sociolla
Pomegranate 5% Niacinamide Brightening Moisturizer,49000.0,49000.0,,4.8375,20.0,20.0,Sociolla
Blueberry 5% Ceramide Moisturizer,49000.0,49000.0,,4.65625,32.0,32.0,Sociolla
Centella Salicylic Acid Night Acne Patch,19000.0,19000.0,,4.25,2.0,2.0,Sociolla
Volcano 3D Acid Pore Clay Stick,39000.0,39000.0,,5.0,1.0,1.0,Sociolla
Centella Salicylic Acid Day Acne Patch,19000.0,19000.0,,4.666666666666666,3.0,3.0,Sociolla
Milk Amino Acids Gentle Cleanser,39000.0,39000.0,,,0.0,0.0,Sociolla
Mugwort Salicylic Acid Acne Clay Stick,39000.0,39000.0,,4.730769230769231,13.0,13.0,Sociolla
Pomegranate 10% Niacinamide Power Bright Serum,49000.0,49000.0,,4.642857142857143,7.0,7.0,Sociolla
Real Mugwort Salicylic Acid Acne Control Clay Mask,39000.0,39000.0,,4.78125,8.0,8.0,Sociolla
Blueberry Ceramide Low Ph Gel Cleanser,39000.0,39000.0,,,0.0,0.0,Sociolla
Blackberry Aha Bha Pha Daily Exfoliating Toner,49000.0,49000.0,,4.75,4.0,4.0,Sociolla
Yuja Symwhite 377 Dark Spot Serum,49000.0,49000.0,,4.0625,4.0,4.0,Sociolla
Berry Peptide Brightening Eye Cream,79000.0,79000.0,,4.375,6.0,6.0,Sociolla
Maxi Curl Lash Curler,35700.0,35700.0,,,0.0,0.0,Sociolla
Eyebrow Trimmer,25000.0,25000.0,,4.833333333333334,10.0,10.0,Sociolla
Flawless Powder Brush,56300.0,56300.0,,,0.0,0.0,Sociolla
Fabulous Beauty Sponge Complete Sculpture,25000.0,25000.0,,4.323529411764705,17.0,17.0,Sociolla
Excellent Brush Set,41300.0,41300.0,,4.563492063492063,63.0,63.0,Sociolla
Camelia Loose Powder Puff,13800.0,13800.0,,4.678571428571429,21.0,21.0,Sociolla
Professional Aircushion Puff,13800.0,13800.0,,4.511904761904763,21.0,21.0,Sociolla
Flawless Aircushion Puff,20000.0,20000.0,,4.25,1.0,1.0,Sociolla
GLAMFIX Perfect Blink Lashes Natural 03 New,17500.0,17500.0,,,0.0,0.0,Sociolla
Adhesive Lash Liner,50700.0,50700.0,,,0.0,0.0,Sociolla
Finishing Powder Puff,13800.0,13800.0,,4.645833333333333,12.0,12.0,Sociolla
Perfect Blink Lashes Natural New,17500.0,17500.0,,4.7176470588235295,17.0,17.0,Sociolla
GLAMFIX Perfect Blink Lashes Natural 04 New,17500.0,17500.0,,,0.0,0.0,Sociolla
Flawless Loose Powder Puff,20000.0,20000.0,,,0.0,0.0,Sociolla
Delicate Contour Brush,57800.0,57800.0,,4.760869565217392,23.0,23.0,Sociolla
Fancy Eyeshadow Brush,20700.0,20700.0,,4.666666666666667,33.0,33.0,Sociolla
Perfecting Concealer Brush,20700.0,20700.0,,4.375,2.0,2.0,Sociolla
Flawless Eyeshadow Blending Brush,18800.0,18800.0,,5.0,1.0,1.0,Sociolla
NAIL FILE DUO,20700.0,20700.0,,5.0,1.0,1.0,Sociolla
Flawless Eyeshadow Brush,18800.0,18800.0,,,0.0,0.0,Sociolla
Flawless Eyebrow Brush,18800.0,18800.0,,5.0,1.0,1.0,Sociolla
Classic Powder Brush,63800.0,63800.0,,4.555555555555555,18.0,18.0,Sociolla
Stars Compact Sponge Circle,15000.0,15000.0,,,0.0,0.0,Sociolla
Delicate Blush Brush,48200.0,48200.0,,4.821428571428571,28.0,28.0,Sociolla
Facial Cleansing Brush,53700.0,53700.0,,4.15,10.0,10.0,Sociolla
Excellent Brush Set Lake Blue,41300.0,41300.0,,,0.0,0.0,Sociolla
Cellulose Cleansing Sponge,12500.0,12500.0,,4.875,4.0,4.0,Sociolla
Essential Brush Set,342500.0,342500.0,,4.4,5.0,5.0,Sociolla
Summer Pocket Puff,11300.0,11300.0,,4.395833333333333,12.0,12.0,Sociolla
Eyelash Curler,35700.0,35700.0,,,0.0,0.0,Sociolla
Eye Blending Brush,20700.0,20700.0,,,0.0,0.0,Sociolla
GLAMFIX Natural Lash Adhesive,43700.0,43700.0,,,0.0,0.0,Sociolla
Precision Eyeshadow Brush,20700.0,20700.0,,4.75,7.0,7.0,Sociolla
Blossom Beauty Sponge Orange,30700.0,30700.0,,,0.0,0.0,Sociolla
Expert Puff,25000.0,25000.0,,,0.0,0.0,Sociolla
Flawless Highlighter Brush,22500.0,22500.0,,,0.0,0.0,Sociolla
PRESSED POWDER PUFF 2,18200.0,18200.0,,,0.0,0.0,Sociolla
Stars Compact Sponge Square,15000.0,15000.0,,4.45,15.0,15.0,Sociolla
Flawless Fan Brush,28800.0,28800.0,,,0.0,0.0,Sociolla
Flawless Contour Brush,42500.0,42500.0,,,0.0,0.0,Sociolla
FRESH HAIR REMOVAL RAZOR,56300.0,56300.0,,,0.0,0.0,Sociolla
Cotton Candy Puff,21900.0,21900.0,,,0.0,0.0,Sociolla
Blossom Lightweight Pressed Powder Puff,18200.0,18200.0,,,0.0,0.0,Sociolla
Blossom Beauty Sponge Peachy,31900.0,31900.0,,,0.0,0.0,Sociolla
Fabulous Beauty Sponge Precise Complexion,25000.0,25000.0,,5.0,2.0,2.0,Sociolla
Fabulous Beauty Sponge Teardrop,25000.0,25000.0,,4.65625,8.0,8.0,Sociolla
Blossom Beauty Sponge Lemon,30700.0,30700.0,,,0.0,0.0,Sociolla
Effortless Glow Acne Defense Daily Spot Treatment,99000.0,99000.0,,5.0,2.0,2.0,Sociolla
Effortless Glow Cloud Skin Recipe Brightening Essence,85000.0,85000.0,,4.6875,4.0,4.0,Sociolla
Effortless Glow Best Version of Your Skin Tinted Eye Cream,75000.0,75000.0,,4.3940677966101696,59.0,59.0,Sociolla
Glow Better Instant Potion: Glowing sat set & ready to go!,174000.0,174000.0,,,0.0,0.0,Sociolla
Effortless Glow Cloud Skin Recipe Advance Moisturizer,99000.0,99000.0,,4.720588235294118,17.0,17.0,Sociolla
Glow Better Coconut Series,297000.0,297000.0,,,0.0,0.0,Sociolla
Coconut Juice Hydrating Serum,109000.0,109000.0,,4.464285714285714,7.0,7.0,Sociolla
Coconut Juice Cleanser,79000.0,79000.0,,4.545454545454545,11.0,11.0,Sociolla
Cloud Skin Recipe Exfoliating Serum,115000.0,115000.0,,4.958333333333333,6.0,6.0,Sociolla
Coconut Juice Gel Moisturizer,109000.0,109000.0,,4.696428571428571,14.0,14.0,Sociolla
Peptide Moist jar,99000.0,99000.0,,,0.0,0.0,Sociolla
Ultra Waterproof Liquid Eyeliner,119000.0,119000.0,,4.664183381088826,349.0,349.0,Sociolla
Satin Lip Gloss,120000.0,120000.0,,4.413197969543147,394.0,394.0,Sociolla
Lip Matte,130000.0,130000.0,,4.504078743617084,1015.0,967.0,Sociolla
Translucent Setting Powder,129000.0,129000.0,,4.658657243816254,566.0,566.0,Sociolla
Black Diamond Ultra Waterproof Liquid Eyeliner,119000.0,119000.0,,4.529955099422707,1559.0,1559.0,Sociolla
Perfect Cover Longwear Liquid Concealer,129000.0,129000.0,,4.694348894348894,407.0,407.0,Sociolla
Sunkissed Blushing Powder,139000.0,139000.0,,4.645945945945946,592.0,592.0,Sociolla
Melted Matte Lip MLBB,130000.0,130000.0,,4.544144144144144,444.0,444.0,Sociolla
Goban Ultra Precise Brow Pencil,119000.0,119000.0,,4.774285714285715,140.0,140.0,Sociolla
Sunkissed Matte Bronzing Powder FREE Lip Matte,260000.0,260000.0,,,0.0,0.0,Sociolla
Lip Matte FREE Satin Lip Gloss,250000.0,250000.0,,,0.0,0.0,Sociolla
Melted Matte Lip MLBB FREE Satin Lip Gloss,250000.0,250000.0,,,0.0,0.0,Sociolla
Sunkissed Matte Bronzing Powder,139000.0,139000.0,,4.464220183486239,327.0,327.0,Sociolla
Choco Shadow,258000.0,258000.0,,,0.0,0.0,Sociolla
Bronz of the Sun,258000.0,258000.0,,,0.0,0.0,Sociolla
Perfect Cover Longwear Liquid FREE Melted Matte Lip MLBB,250000.0,250000.0,,,0.0,0.0,Sociolla
Rainy Winds,258000.0,258000.0,,,0.0,0.0,Sociolla
Magnificent Ace Multi Toner and Essence,139000.0,139000.0,,4.613636363636363,11.0,11.0,Sociolla
Magnificent Ace Moisturizer,239000.0,239000.0,,5.0,3.0,3.0,Sociolla
Magnificent Ace Serum,169000.0,169000.0,,4.714285714285714,7.0,7.0,Sociolla
AcneHero Biomimetic Peptide Serum,189000.0,189000.0,,5.0,1.0,1.0,Sociolla
Complete Magnificent Ace Set,308000.0,308000.0,,,0.0,0.0,Sociolla
AcneHero Toner Essence + Serum,335000.0,335000.0,,,0.0,0.0,Sociolla
AcneHero Toner and Essence,146000.0,146000.0,,5.0,1.0,1.0,Sociolla
Gorjes Glorious 13 Face Light Oil,289000.0,289000.0,,5.0,1.0,1.0,Sociolla
Daisy Hair Vitamin Mist,48000.0,48000.0,,4.614035087719299,114.0,114.0,Sociolla
English Pear Anti Acne and Scar Solution Body Serum,71000.0,71000.0,,4.404166666666667,60.0,60.0,Sociolla
Secret Bombshell Anti Oil and Repair Solution Shampoo,60000.0,60000.0,,4.477564102564102,78.0,78.0,Sociolla
Black Opium Brightening Booster Body Wash,60000.0,60000.0,,4.669148936170213,235.0,235.0,Sociolla
Black Opium Ultra Bright and Glow Solution Body Serum,71000.0,71000.0,,4.618852459016393,122.0,122.0,Sociolla
Black Opium Mist,48000.0,48000.0,,4.59051724137931,232.0,232.0,Sociolla
Black Opium Deodorant Serum,53000.0,53000.0,,4.657894736842105,171.0,171.0,Sociolla
Peony Mist,48000.0,48000.0,,4.676666666666667,150.0,150.0,Sociolla
Rouge540 Clay Body Scrub,87000.0,87000.0,,4.522727272727273,88.0,88.0,Sociolla
Miss Moisture & Glow Solution Body Wash,60000.0,60000.0,,4.660714285714286,42.0,42.0,Sociolla
English Pear Deodorant Serum,53000.0,53000.0,,4.633802816901408,71.0,71.0,Sociolla
Rouge540 Glow and Firm Scrub Solution Body Wash,60000.0,60000.0,,4.575471698113208,106.0,106.0,Sociolla
White Truffle Acne Body Wash,76000.0,76000.0,,4.605769230769231,78.0,78.0,Sociolla
English Pear Anti Acne Solution Body Wash,60000.0,60000.0,,4.591935483870968,155.0,155.0,Sociolla
Miss Mosture Solution Body serum,71000.0,71000.0,,4.640243902439025,41.0,41.0,Sociolla
Peony Blush Soft & Glow Solution Body Wash,60000.0,60000.0,,4.641666666666668,60.0,60.0,Sociolla
Rouge540 Glow and Firm Scrub Solution Body Serum,71000.0,71000.0,,4.444852941176471,68.0,68.0,Sociolla
Peony Blush Bright & Glow Solution Body Serum,71000.0,71000.0,,4.75,58.0,58.0,Sociolla
Rouge540 Deodorant Serum,53000.0,53000.0,,4.532407407407407,54.0,54.0,Sociolla
Amethyst Anti Dandruff Shampoo,60000.0,60000.0,,4.446428571428571,70.0,70.0,Sociolla
LUME Baked Blush,119000.0,119000.0,,4.821428571428571,28.0,28.0,Sociolla
Bare Cushion,189000.0,189000.0,,4.719855595667871,554.0,554.0,Sociolla
Guéle Lip Moist,69000.0,69000.0,,4.604651162790698,43.0,43.0,Sociolla
