nama_produk,harga,harga_original,diskon,rating,jumlah_review,jumlah_terjual,sumber
WARDAH Lite Skin Filter Cushion 04 Beige eStamp,109000.0,109000.0,0.0,5.0,2.0,,Watsons
ULTIMA II Procollagen Timeless Radiance Skin Tint SPF 35 PA+++ 03 Caramel 30ml,330000.0,330000.0,0.0,,0.0,,Watsons
ULTIMA II Procollagen Timeless Radiance Skin Tint SPF 35 PA+++ 01 Porcelain 30ml,330000.0,330000.0,0.0,,0.0,,Watsons
ULTIMA II Procollagen Timeless Radiance Skin Tint SPF 35 PA+++ 02 Cashmere 30ml,330000.0,330000.0,0.0,,0.0,,Watsons
SOULYU Cloud Hydrating Cushion 01 Marble 12.5g,146300.0,209000.0,20.0,,0.0,,Watsons
LIGHT+ Refill Lite Skin Filter Cushion 06 Sand 11 g,64000.0,80000.0,20.0,,0.0,,Watsons
LIGHT+ Refill Lite Skin Filter Cushion 05 Crème 11 g,64000.0,80000.0,20.0,,0.0,,Watsons
LIGHT+ Refill Lite Skin Filter Cushion 04 Beige 11 g,64000.0,80000.0,20.0,,0.0,,Watsons
LIGHT+ Refill Lite Skin Filter Cushion 03 Oat 11 g,64000.0,80000.0,20.0,,0.0,,Watsons
LIGHT+ Refill Lite Skin Filter Cushion 02 Linen 11 g,64000.0,80000.0,20.0,5.0,1.0,,Watsons
LIGHT+ Refill Lite Skin Filter Cushion 01 Fair 11 g,64000.0,80000.0,20.0,,0.0,,Watsons
SOULYU Cloud Hydrating Cushion 05 Honey Beige 12.5g,146300.0,209000.0,20.0,,0.0,,Watsons
SOULYU Cloud Hydrating Cushion 04 Neutral Beige 12.5g,146300.0,209000.0,20.0,,0.0,,Watsons
SOULYU Cloud Hydrating Cushion 03 Light Beige 12.5g,146300.0,209000.0,20.0,,0.0,,Watsons
SOULYU Cloud Hydrating Cushion 02 Pink Ivory 12.5g,146300.0,209000.0,20.0,,0.0,,Watsons
DAZZLE ME Acne Armor Puff Perfection Cushion C09 Medium Pink 13 g,65890.0,65890.0,0.0,,0.0,,Watsons
DAZZLE ME Acne Armor Puff Perfection Cushion N04 Neutral Buff 13 g,65890.0,65890.0,0.0,,0.0,,Watsons
DAZZLE ME Acne Armor Puff Perfection Cushion C02 Pink Fair 13 g,65890.0,65890.0,0.0,,0.0,,Watsons
DAZZLE ME Acne Armor Puff Perfection Cushion C01 Light Fair 13 g,65890.0,65890.0,0.0,,0.0,,Watsons
BARENBLISS Bloomdew Moonlight Dewy Mesh Cushion MC1 Freesia,119920.0,149900.0,20.0,,0.0,,Watsons
BARENBLISS Bloomdew Moonlight Dewy Mesh Cushion LW1 Bluebell,119920.0,149900.0,20.0,,0.0,,Watsons
SOULYU Soulyu Anti-Drop Mascara,79500.0,159000.0,50.0,5.0,2.0,,Watsons
WARDAH Staylock Lip Matte 01 Solennè 2.7g,75650.0,89000.0,0.0,,0.0,,Watsons
WARDAH Staylock Lip Matte 05 Coralè 2.7g,75650.0,89000.0,0.0,5.0,1.0,,Watsons
WARDAH Staylock Lip Matte 03 Muse 2.7g,75650.0,89000.0,0.0,5.0,1.0,,Watsons
WARDAH Staylock Lip Matte 08 Eterna 2.7g,75650.0,89000.0,0.0,,0.0,,Watsons
BARENBLISS Moist Mochi Paste Powder Highlighter H56 Amber Pear 4.5g,63920.0,79900.0,20.0,,0.0,,Watsons
BARENBLISS Moist Mochi Paste Powder Highlighter H21 Cream Soda 4.5g,63920.0,79900.0,20.0,,0.0,,Watsons
BARENBLISS Moist Mochi Paste Powder Highlighter H99 Cranberry Crush 4.5g,63920.0,79900.0,20.0,,0.0,,Watsons
WARDAH Staylock Lip Matte 04 Auburnt 2.7g,75650.0,89000.0,0.0,,0.0,,Watsons
WARDAH Staylock Lip Matte 02 Heather 2.7g,75650.0,89000.0,0.0,,0.0,,Watsons
EMINA Emina Poppin Matte 04 Snatched,54500.0,54500.0,0.0,5.0,1.0,,Watsons
WARDAH Exclusive Moist Lipstick 43 Magnificient Red 3.5g,47000.0,47000.0,0.0,5.0,2.0,,Watsons
WARDAH Exclusive Moist Lipstick 20 Pink Pearl 3.5g,47000.0,47000.0,0.0,5.0,2.0,,Watsons
WARDAH Exclusive Moist Lipstick 21 Orchid Pink 3.5g,47000.0,47000.0,0.0,5.0,1.0,,Watsons
OMG Coverlast Liquid Foundation 50N Creme 25ml,27450.0,30500.0,10.0,,0.0,,Watsons
IMPLORA Implora Cheek Blossom Blush On Coral Peach,23000.0,23000.0,0.0,5.0,2.0,,Watsons
JUDYDOLL Pretty Blush Powder #43 Bluberry Night,69000.0,69000.0,0.0,,0.0,,Watsons
OMG Coverlast Liquid Foundation 10N Porcelain 25ml,27450.0,30500.0,10.0,,0.0,,Watsons
IMPLORA Implora Cheek Blossom Blush On Sweet Salmon,23000.0,23000.0,0.0,5.0,4.0,,Watsons
IMPLORA Implora Cheek Blossom Blush On Pink Candy,23000.0,23000.0,0.0,5.0,3.0,,Watsons
INEZ Inez 900 Ultra Defining Waterproof Mascara 125ml,92500.0,92500.0,0.0,,0.0,,Watsons
IMPLORA Implora Cheek Blossom Blush On Dusty Rose,23000.0,23000.0,0.0,,0.0,,Watsons
ESQA Twin Pack Minimalist Blurring Serum Skin Tint SPF 35 PA++ Custard 35ml,338000.0,338000.0,0.0,,0.0,,Watsons
WARDAH Wardah Exclusive Moist Lipstick 46 Chic Magenta 3.5g,47000.0,47000.0,0.0,,0.0,,Watsons
BARENBLISS Bloomdew Aqua Pearl Concealer LW0 Hibiscus 5g,79000.0,79000.0,0.0,,0.0,,Watsons
BARENBLISS Bloomdew Aqua Pearl Concealer LN0 Cotton,79000.0,79000.0,0.0,,0.0,,Watsons
INEZ Inez Color Contour Plus Lipstick 07 Maroon 3.5ml,55500.0,55500.0,0.0,,0.0,,Watsons
INEZ Inez Satin Sooth Liquid Foundation 01 Natural 35ml,70500.0,70500.0,0.0,5.0,1.0,,Watsons
SADA Sada Velvet Passion Matte Lipstick 05 Orapin,157250.0,185000.0,15.0,,0.0,,Watsons
WARDAH Wardah Everyday Luminous Liquid Foundation 04 Natural 35ml,46500.0,46500.0,0.0,5.0,7.0,,Watsons
WARDAH Colorfit Velvet Powder Foundation Refill 21C Shell  11g,59500.0,59500.0,0.0,,0.0,,Watsons
WARDAH Colorfit Velvet Powder Foundation Refill 31C Parfait  11g,59500.0,59500.0,0.0,,0.0,,Watsons
BARENBLISS Bloomdew Inner Light Serum Tint MW0 Camellia 30g,129000.0,129000.0,0.0,,0.0,,Watsons
INEZ Inez 900 Perfect Glow Matte Lipstick 06 Tabasco 2ml,72500.0,72500.0,0.0,,0.0,,Watsons
INEZ Inez 900 Suede Lip Color 11 Persian Red 7ml,97500.0,97500.0,0.0,,0.0,,Watsons
INEZ Inez 900 Suede Lip Color 04 Burnt Maroon 7ml,97500.0,97500.0,0.0,,0.0,,Watsons
INEZ Inez Color Contour Plus Lipstick 13 Wild Carnation 3.5ml,55500.0,55500.0,0.0,,0.0,,Watsons
INEZ Inez Color Contour Plus Lipstick 09 Burgundy Red 3.5ml,55500.0,55500.0,0.0,5.0,1.0,,Watsons
INEZ Inez Color Contour Plus Lipstick 18 Riviera Blush 3.5ml,55500.0,55500.0,0.0,,0.0,,Watsons
WARDAH Wardah Everyday Luminous Liquid Foundation 01 Natural White 35ml,46500.0,46500.0,0.0,5.0,2.0,,Watsons
HANASUI Next Level Airy Velvet Cushion W33 Honey Beige 15g,135800.0,135800.0,0.0,,0.0,,Watsons
HANASUI Next Level Airy Velvet Cushion N30 Natural Beige 15g,135800.0,135800.0,0.0,,0.0,,Watsons
HANASUI Next Level Airy Velvet Cushion W42 Golden Sand 15g,135800.0,135800.0,0.0,,0.0,,Watsons
HANASUI Next Level Airy Velvet Cushion N20 Natural Ivory 15g,135800.0,135800.0,0.0,,0.0,,Watsons
HANASUI Next Level Airy Velvet Cushion N11 Light Ivory 15g,135800.0,135800.0,0.0,,0.0,,Watsons
HANASUI Next Level Airy Velvet Cushion C10 Fair Pink 15g,135800.0,135800.0,0.0,,0.0,,Watsons
INEZ Inez 900 Perfect Glow Matte Lipstick 13 Coral Red 2ml,72500.0,72500.0,0.0,,0.0,,Watsons
ABSOLUTE NY Cheeky Bloom Cream & Powder Blush Duo Rustic Carnation,131750.0,155000.0,15.0,,0.0,,Watsons
"INSTAPERFECT Skinfocus Cover Foundation W43 Creme Sand 30ml (Real Skin High Coverage, Breathable Comfort, SPF 40 PA+++)",171000.0,171000.0,0.0,,0.0,,Watsons
WARDAH Refill Colorfit 5D Blur Cloud Cushion 21W Linen 15 g,119000.0,119000.0,0.0,,0.0,,Watsons
WARDAH Refill Colorfit 5D Blur Cloud Cushion 21C Shell 15 g,119000.0,119000.0,0.0,,0.0,,Watsons
STUDIO TROPIK Studio Tropik Foundcealer 2 in 1 Foundation & Concealer N01 27g,169830.0,199800.0,15.0,,0.0,,Watsons
STUDIO TROPIK Studio Tropik Foundcealer 2 in 1 Foundation & Concealer N02 27g,169830.0,199800.0,15.0,,0.0,,Watsons
STUDIO TROPIK Studio Tropik Foundcealer 2 in 1 Foundation & Concealer N03 27g,169830.0,199800.0,15.0,,0.0,,Watsons
STUDIO TROPIK Studio Tropik Foundcealer 2 in 1 Foundation & Concealer N04 27g,169830.0,199800.0,15.0,,0.0,,Watsons
STUDIO TROPIK Studio Tropik Foundcealer 2 in 1 Foundation & Concealer NC05 27g,169830.0,199800.0,15.0,,0.0,,Watsons
STUDIO TROPIK Studio Tropik Foundcealer 2 in 1 Foundation & Concealer O03 27g,169830.0,199800.0,15.0,,0.0,,Watsons
STUDIO TROPIK Studio Tropik Foundcealer 2 in 1 Foundation & Concealer W02 27g,169830.0,199800.0,15.0,,0.0,,Watsons
STUDIO TROPIK Studio Tropik Foundcealer 2 in 1 Foundation & Concealer NC04 27g,169830.0,199800.0,15.0,,0.0,,Watsons
STUDIO TROPIK Studio Tropik Foundcealer 2 in 1 Foundation & Concealer O04 27g,169830.0,199800.0,15.0,,0.0,,Watsons
ABSOLUTE NY Absolute New York 2-In-1 Foundation & Concealer Warm Sand,220500.0,245000.0,10.0,,0.0,,Watsons
ABSOLUTE NY Absolute New York 2-In-1 Foundation & Concealer Neutral Shell,220500.0,245000.0,10.0,,0.0,,Watsons
ESQA Goddess Eyeshadow Palette (Mauve) + Dream Lash Serum Mascara Length & Volume - Bundle,324000.0,324000.0,0.0,,0.0,,Watsons
WARDAH Refill Colorfit 5D Blur Cloud Cushion 42N Neutral Sand 15 g,119000.0,119000.0,0.0,,0.0,,Watsons
WARDAH Refill Colorfit 5D Blur Cloud Cushion 33W Olive Beige 15 g,119000.0,119000.0,0.0,,0.0,,Watsons
WARDAH Refill Colorfit 5D Blur Cloud Cushion 31W Crème Beige 15 g,119000.0,119000.0,0.0,,0.0,,Watsons
WARDAH Refill Colorfit 5D Blur Cloud Cushion 32N Neutral Beige 15 g,119000.0,119000.0,0.0,,0.0,,Watsons
WARDAH Refill Colorfit 5D Blur Cloud Cushion 23W Warm Ivory 15 g,119000.0,119000.0,0.0,,0.0,,Watsons
WARDAH Refill Colorfit 5D Blur Cloud Cushion 22N Light Ivory 15 g,119000.0,119000.0,0.0,,0.0,,Watsons
"ESQA [Buy 1 Get 1] Dream Lash Serum Mascara Length & Volume Black 2,5g",258000.0,258000.0,0.0,,0.0,,Watsons
ABSOLUTE NY Absolute New York Probiotic Setting Spray Dewy Finish 50ml,198000.0,220000.0,10.0,,0.0,,Watsons
ABSOLUTE NY Absolute New York Probiotic Setting Spray Matte Finish 50ml,198000.0,220000.0,10.0,,0.0,,Watsons
WARDAH Wardah EyeXpert Eyeshadow Passionate,52500.0,52500.0,0.0,5.0,6.0,,Watsons
EMINA Lip Cushion 04. Say Coral 9g,60000.0,60000.0,0.0,5.0,2.0,,Watsons
BLINK CHARM Blink Charm Fearless Beauty Liner Intense Black 1Ml,119000.0,119000.0,0.0,5.0,1.0,,Watsons
ESQA Satin Flawless Cushion Serum SPF 50+ PA+++ Custard 15g,157500.0,208000.0,0.0,,0.0,,Watsons
ESQA Satin Flawless Cushion Serum SPF 50+ PA+++ Vanilla 15g,157500.0,208000.0,0.0,,0.0,,Watsons
STUDIO TROPIK Studio Tropik Refill DreamSetter Airbrush Setting Powder Cool 9g,113475.0,133500.0,15.0,,0.0,,Watsons
STUDIO TROPIK Studio Tropik Refill DreamSetter Airbrush Setting Powder Translucent 9g,113475.0,133500.0,15.0,,0.0,,Watsons
DAZZLE ME Better Than Filter HD Invisible Powder 5 g,72500.0,72500.0,0.0,5.0,1.0,,Watsons
BARENBLISS Black Eclipse Eyeliner Black 0.5ml,49900.0,49900.0,0.0,,0.0,,Watsons
IMPLORA Implora Eye Pencil Dark Brown 2.5g,7800.0,7800.0,0.0,5.0,68.0,,Watsons
INEZ Inez Color Contour Plus Volumizer Eyebrow Mascara 01 Almond 5ml,52500.0,52500.0,0.0,,0.0,,Watsons
INEZ Inez Color Contour Plus Eyeshadow Collection - 02 Casablanca 6ml,49725.0,58500.0,15.0,,0.0,,Watsons
INEZ Inez Color Contour Plus Volumizer Eyebrow Mascara 02 Deep Brown 5ml,52500.0,52500.0,0.0,3.0,1.0,,Watsons
BODIBREZE Mabel Perfume 30ml,116100.0,129000.0,10.0,5.0,1.0,,Watsons
BODIBREZE Aurora Perfume 30ml,116100.0,129000.0,10.0,,0.0,,Watsons
HMNS HMNS Unrosed 100ml,374000.0,374000.0,0.0,5.0,4.0,,Watsons
HMNS Farhampton Parfum 100ml,369000.0,369000.0,0.0,5.0,3.0,,Watsons
LOMANI Lomani Attractive 100ml,400000.0,400000.0,0.0,,0.0,,Watsons
AJMAL Ajmal Cerise 75ml,895000.0,895000.0,0.0,,0.0,,Watsons
AJMAL Ajmal Evoke Him 75ml,905000.0,905000.0,0.0,,0.0,,Watsons
AJMAL Ajmal Aurum 75ml,1085000.0,1085000.0,0.0,,0.0,,Watsons
AJMAL Ajmal Evoke Her 75ml,905000.0,905000.0,0.0,,0.0,,Watsons
CRUSITA Genmaicha Extrait de Parfum 50ml,104500.0,209000.0,50.0,5.0,1.0,,Watsons
HMNS HMNS Essence of The Sun 100ml,369000.0,369000.0,0.0,,0.0,,Watsons
NIKOS Nikos Sculpture Homme 100ml,895000.0,895000.0,0.0,,0.0,,Watsons
AJMAL Ajmal Shadow (M) 75ml,725000.0,725000.0,0.0,,0.0,,Watsons
AJMAL Ajmal Raindrops (L) 50ml,380000.0,380000.0,0.0,,0.0,,Watsons
AJMAL Ajmal Shadow (L) For Her 75ml,725000.0,725000.0,0.0,,0.0,,Watsons
AJMAL Ajmal Evoke Mignight Him 90ml,905000.0,905000.0,0.0,,0.0,,Watsons
BLESS Acne Face Powder Natural 25g,163000.0,163000.0,0.0,,0.0,,Watsons
EMINA Sebum Fighter Loose Powder,66500.0,66500.0,0.0,5.0,14.0,,Watsons
IMPLORA Implora Eye Pencil Black 2.5g,7800.0,7800.0,0.0,5.0,26.0,,Watsons
EVEANGELINE Eau de Parfum Sakura 100ml,55000.0,55000.0,0.0,,0.0,,Watsons
CRUSITA Twilight Extrait de Parfum 50ml,94500.0,189000.0,50.0,,0.0,,Watsons
IMPLORA Implora Eye Pencil Grey Brown 2.5g,7800.0,7800.0,0.0,5.0,10.0,,Watsons
PINK SUGAR Pink Sugar 50ml 50ml,490000.0,490000.0,0.0,,0.0,,Watsons
PINK SUGAR Pink Sugar 100ml 100ml,635000.0,635000.0,0.0,,0.0,,Watsons
IMPLORA Implora Lip Crayon Satin Jealousy,14700.0,24500.0,40.0,5.0,1.0,,Watsons
MYKONOS Café Drops Extrait de Parfum 50ml,199000.0,199000.0,0.0,,0.0,,Watsons
CRUSITA Scandal Extrait de Parfum 50ml,199000.0,199000.0,0.0,5.0,1.0,,Watsons
NCO Eau de Parfum Twilight 100ml,47200.0,47200.0,0.0,,0.0,,Watsons
NCO Eau de Parfum Lunera 100ml,47200.0,47200.0,0.0,,0.0,,Watsons
NCO Eau de Parfum Thalera 100ml,47200.0,47200.0,0.0,,0.0,,Watsons
SAFF & CO Travel Size Kirithra 8 ml,80100.0,89000.0,10.0,,0.0,,Watsons
SAFF & CO Travel Size Morfosia 8 ml,80100.0,89000.0,10.0,,0.0,,Watsons
CRUSITA Gentlemen Extrait de Parfum 50ml,189000.0,189000.0,0.0,5.0,1.0,,Watsons
CRUSITA Famous Extrait de Parfum 50ml,199000.0,199000.0,0.0,,0.0,,Watsons
HMNS ORGSM Eau De Parfum 100ml,323000.0,323000.0,0.0,5.0,1.0,,Watsons
HMNS Alpha Eau de Parfum 100ml,320000.0,320000.0,0.0,5.0,4.0,,Watsons
LOMANI Lomani Reno Pour Homme 100ml,180000.0,180000.0,0.0,,0.0,,Watsons
LOMANI Lomani AB Milionaire Women 100ml,520000.0,520000.0,0.0,,0.0,,Watsons
LOMANI Lomani AB Spirit Milionaire 100ml,520000.0,520000.0,0.0,,0.0,,Watsons
IMPLORA Implora Twilight Eyeshadow Palette,54200.0,54200.0,0.0,5.0,2.0,,Watsons
IMPLORA Implora Ocean Eyeshadow Palette,54200.0,54200.0,0.0,5.0,1.0,,Watsons
EMINA Lip Cushion 05. Squash It Up 9g,60000.0,60000.0,0.0,5.0,2.0,,Watsons
MYKONOS Satin Blanc Extrait de Parfum 100ml,399000.0,399000.0,0.0,5.0,2.0,,Watsons
CARESO Careso Body Fragrance Jasmine Blossoms 100ml,42000.0,60000.0,30.0,5.0,15.0,,Watsons
CARESO Careso Body Fragrance French Vanilla 100ml,42000.0,60000.0,30.0,5.0,12.0,,Watsons
CRUSITA Lady Rose Extrait de Parfum 50ml,94500.0,189000.0,50.0,5.0,2.0,,Watsons
IMPLORA Implora Lip Cream Matte Brown Sugar,18760.0,26800.0,30.0,5.0,1.0,,Watsons
IMPLORA Implora Eye Pencil Brown 2.5g,7800.0,7800.0,0.0,5.0,18.0,,Watsons
CARESO Careso Body Fragrance Velvet Rose 100ml,42000.0,60000.0,30.0,5.0,9.0,,Watsons
BRAVEN Extrait de Parfum Extreme Oud 100ml,67925.0,71500.0,5.0,,0.0,,Watsons
SCARLETT Eau de Parfum Velvet Rouge 30ml,76900.0,76900.0,0.0,5.0,7.0,,Watsons
IMPLORA Implora Jelly Tint Rosewood 5ml,17095.0,26300.0,35.0,,0.0,,Watsons
IMPLORA Implora Jelly Tint Sangria,17095.0,26300.0,35.0,,0.0,,Watsons
IMPLORA Implora Jelly Tint Flamingo,17095.0,26300.0,35.0,,0.0,,Watsons
CARESO Careso Body Fragrance Spring In New York 100ml,42000.0,60000.0,30.0,5.0,8.0,,Watsons
IMPLORA Implora Jelly Tint Mariposa 5ml,17095.0,26300.0,35.0,5.0,2.0,,Watsons
IMPLORA Implora Cheek & Liptint Pumpkin,15120.0,25200.0,40.0,,0.0,,Watsons
IMPLORA Implora Cheek & Liptint Cranberry,15120.0,25200.0,40.0,5.0,1.0,,Watsons
CRUSITA Rich Gold Extrait de Parfum 50ml,94500.0,189000.0,50.0,5.0,1.0,,Watsons
SCARLETT Eau de Parfum Caramel Latte 30ml,76900.0,76900.0,0.0,5.0,1.0,,Watsons
SCARLETT Eau de Parfum Banana Fusion 30ml,76900.0,76900.0,0.0,5.0,2.0,,Watsons
IMPLORA Implora Lip Crayon Satin Misery,14700.0,24500.0,40.0,,0.0,,Watsons
EVEANGELINE Extrait de Parfum Wonder Bombshell 100ml,67925.0,71500.0,5.0,,0.0,,Watsons
MYKONOS Sparkling Rose Extrait de Parfum 100ml,399000.0,399000.0,0.0,5.0,1.0,,Watsons
SCARLETT Eau de Parfum Tea Amor 30ml,76900.0,76900.0,0.0,4.0,3.0,,Watsons
SCARLETT Eau de Parfum Purple Kiss 30ml,76900.0,76900.0,0.0,5.0,2.0,,Watsons
SCARLETT Eau de Parfum Biru Samudra 30ml,76900.0,76900.0,0.0,5.0,1.0,,Watsons
JUDYDOLL Ink Glider Intense Black Eyeliner 0.5g,80100.0,89000.0,10.0,,0.0,,Watsons
SCARLETT Eau de Parfum Garden Of Whisper 30ml,76900.0,76900.0,0.0,5.0,2.0,,Watsons
EMINA GlowFixer Blur Powder 03 Not So Medium 8 g,44000.0,55000.0,0.0,,0.0,,Watsons
EMINA GlowFixer Blur Powder 02 Lit Up 8 g,44000.0,55000.0,0.0,,0.0,,Watsons
NCO Eau de Parfum Velvet Bloom 50ml,77900.0,77900.0,0.0,,0.0,,Watsons
NCO Eau de Parfum Vanilla Orchid  50ml,77900.0,77900.0,0.0,,0.0,,Watsons
NCO Eau de Parfum Golden Hour  50ml,77900.0,77900.0,0.0,,0.0,,Watsons
ESQA Hello Kitty Berry Soda Bundle,355000.0,355000.0,0.0,,0.0,,Watsons
SAFF & CO Travel Size Irai Leima 8 ml,80100.0,89000.0,10.0,,0.0,,Watsons
CRUSITA deep Mountain Extrait de Parfum 50ml,189000.0,189000.0,0.0,,0.0,,Watsons
CRUSITA Busy Day Extrait de Parfum 50ml,189000.0,189000.0,0.0,,0.0,,Watsons
CRUSITA Black Love Extrait de Parfum 50ml,189000.0,189000.0,0.0,,0.0,,Watsons
SAFF & CO Extrait De Parfum Kirithra 35 ml,238280.0,259000.0,0.0,,0.0,,Watsons
AZZURA Velvet Lipcream 06 Cherry Pop 4g,51375.0,68500.0,20.0,,0.0,,Watsons
AZZURA Velvet Lipcream 05 Burnt Cashmere 4g,51375.0,68500.0,20.0,,0.0,,Watsons
AZZURA Velvet Lipcream 04 Peanut Butter 4g,51375.0,68500.0,20.0,,0.0,,Watsons
AZZURA Velvet Lipcream 03 Red Amber 4g,51375.0,68500.0,20.0,,0.0,,Watsons
AZZURA Velvet Lipcream 02 Pumpkin Spice 4g,51375.0,68500.0,20.0,,0.0,,Watsons
AZZURA Velvet Lipcream 01 Pretty Please 4g,34250.0,68500.0,30.0,,0.0,,Watsons
SAFF & CO Extrait De Parfum Morfosia 35 ml,219120.0,249000.0,0.0,5.0,1.0,,Watsons
SCARLETT Eau de Parfum Golden Elixir 30ml,76900.0,76900.0,0.0,5.0,3.0,,Watsons
PINK SUGAR Pink Sugar Red Velvet 100ml,595000.0,595000.0,0.0,,0.0,,Watsons
PINK SUGAR Pink Sugar Berry Blast 100ml,595000.0,595000.0,0.0,,0.0,,Watsons
PINK SUGAR Pink Sugar Lolli Pink 100ml,895000.0,895000.0,0.0,,0.0,,Watsons
ICE BERG Ice Berg Change The Flow 100ml,850000.0,850000.0,0.0,,0.0,,Watsons
ICE BERG Ice Berg Twice Femme 100ml,590000.0,590000.0,0.0,,0.0,,Watsons
AJMAL Ajmal Shadow (M) Four Homme 75ml,725000.0,725000.0,0.0,,0.0,,Watsons
SCARLETT Eau de Parfum Pink Euphoria 30ml,76900.0,76900.0,0.0,,0.0,,Watsons
EMINA Lip Cushion 01 - Let It Peach 9g,60000.0,60000.0,0.0,5.0,5.0,,Watsons
CRUSITA Iced Lychee Tea Extrait de Parfum 50ml,104500.0,209000.0,50.0,5.0,5.0,,Watsons
IMPLORA Implora Wow Brow Pomade Black,17810.0,27400.0,35.0,5.0,3.0,,Watsons
CRUSITA Iced Thai Tea Extrait de Parfum 50ml,104500.0,209000.0,50.0,5.0,1.0,,Watsons
BLESS Bless Face Powder Ivory 21g,156000.0,156000.0,0.0,,0.0,,Watsons
BLESS Bless Face Powder Beige 21g,156000.0,156000.0,0.0,,0.0,,Watsons
IMPLORA Implora Cheek & Liptint Cherry Bomb,15120.0,25200.0,40.0,5.0,1.0,,Watsons
IMPLORA Implora Cheek & Liptint Red Wine,15120.0,25200.0,40.0,5.0,1.0,,Watsons
IMPLORA Implora Cheek & Liptint Candy Apple,15120.0,25200.0,40.0,,0.0,,Watsons
IMPLORA Implora Lip Cream Matte Gingerbread,18760.0,26800.0,30.0,5.0,2.0,,Watsons
IMPLORA Implora Jelly Tint Dream Peach,17095.0,26300.0,35.0,,0.0,,Watsons
IMPLORA Implora Jelly Tint Rosy Posy,17095.0,26300.0,35.0,,0.0,,Watsons
IMPLORA Implora Lip Cream Matte Redwood,18760.0,26800.0,30.0,5.0,1.0,,Watsons
IMPLORA Implora Lip Cream Matte Lumiere,18760.0,26800.0,30.0,5.0,1.0,,Watsons
IMPLORA Implora Jelly Tint Burnt Orange 5ml,17095.0,26300.0,35.0,5.0,1.0,,Watsons
IMPLORA Implora Jelly Tint True Vintage 5ml,17095.0,26300.0,35.0,5.0,1.0,,Watsons
ESQA Hello Kitty Cherry Float Bundle,355000.0,355000.0,0.0,,0.0,,Watsons
ESQA Hello Kitty Strawberry Shake Bundle,355000.0,355000.0,0.0,,0.0,,Watsons
IMPLORA Implora Jelly Tint Savvy Red 5ml,17095.0,26300.0,35.0,,0.0,,Watsons
IMPLORA Implora Cheek & Liptint Vampire Blood,15120.0,25200.0,40.0,5.0,1.0,,Watsons
IMPLORA Implora Lip Cream Matte Ruby,18760.0,26800.0,30.0,5.0,1.0,,Watsons
IMPLORA Implora Lip Cream Matte Butterscotch,18760.0,26800.0,30.0,5.0,1.0,,Watsons
IMPLORA Implora Lip Cream Matte Medeline,18760.0,26800.0,30.0,5.0,2.0,,Watsons
IMPLORA Implora Lip Cream Matte Allure,18760.0,26800.0,30.0,5.0,1.0,,Watsons
ROLLOVER REACTI Rollover Reaction Velvetdrop! Jazzy 4ml,129000.0,129000.0,0.0,,0.0,,Watsons
ROLLOVER REACTI Rollover Reaction Velvetdrop! Stardust 4ml,129000.0,129000.0,0.0,,0.0,,Watsons
ROLLOVER REACTI Rollover Reaction Velvetdrop! Juliette 4ml,129000.0,129000.0,0.0,5.0,1.0,,Watsons
IMPLORA Implora Lip Intense Matte Dirty Peach,18970.0,27100.0,30.0,5.0,1.0,,Watsons
IMPLORA Implora Lip Intense Matte Cherry Crush,18970.0,27100.0,30.0,,0.0,,Watsons
LAYR Layr Second Skin Extrait de Parfum 50ml,211650.0,249000.0,15.0,5.0,5.0,,Watsons
IMPLORA Implora DayToDay Series Brow Pop Taupe,19800.0,19800.0,0.0,5.0,2.0,,Watsons
LAYR Layr Villa Enigma Extrait de Parfum 50ml,211650.0,249000.0,15.0,5.0,2.0,,Watsons
HMNS Darker Shade of ORGSM Eau De Parfum 100ml,380000.0,380000.0,0.0,,0.0,,Watsons
IMPLORA Implora Lip Intense Matte Tangerine Crush,18970.0,27100.0,30.0,,0.0,,Watsons
EMINA GlowFixer Blur Powder 04 Deep Talk 8 g,44000.0,55000.0,0.0,,0.0,,Watsons
EVEANGELINE Extrait de Parfum Wonder Vanilla Lace 100ml,67925.0,71500.0,5.0,,0.0,,Watsons
LAYR Layr Kyoto Jazz Extrait de Parfum 50ml,279650.0,329000.0,15.0,5.0,10.0,,Watsons
LAYR Layr Forbidden Garden Extrait de Parfum 50ml,211650.0,249000.0,15.0,5.0,11.0,,Watsons
IMPLORA Implora Lip Intense Matte Maple Mocha,18970.0,27100.0,30.0,5.0,1.0,,Watsons
SOULYU Airy Ink Lip Glassie 02 Charm 4g,83300.0,119000.0,20.0,,0.0,,Watsons
SOULYU Airy Ink Lip Glassie 08 Muse 4g,83300.0,119000.0,20.0,,0.0,,Watsons
SOULYU Airy Ink Lip Glassie 06 Gleam 4g,83300.0,119000.0,20.0,,0.0,,Watsons
SOULYU Airy Ink Lip Glassie 09 Lively 4g,83300.0,119000.0,20.0,,0.0,,Watsons
SOULYU Airy Ink Lip Glassie 05 Humble 4g,83300.0,119000.0,20.0,,0.0,,Watsons
SOULYU Airy Ink Lip Glassie 03 Lovely 4g,83300.0,119000.0,20.0,,0.0,,Watsons
SOULYU Airy Ink Lip Glassie 07 Grace 4g,83300.0,119000.0,20.0,,0.0,,Watsons
SOULYU Airy Ink Lip Glassie 04 Cherished 4g,83300.0,119000.0,20.0,,0.0,,Watsons
